RID,|PROBLEM (given value || received value)|
5562,zipcode couldn't be parsed: V6E 1T7
5572,|city doesn't match: philadelphia || bala cynwyd|
5574,|city doesn't match: edina || minneapolis|
5576,zipcode couldn't be parsed: T2G 0K7
5579,|city doesn't match: miami || miami beach|
5580,|city doesn't match: hollywood || los angeles|
5585,|city doesn't match: st. louis || saint louis|
5591,zipcode couldn't be parsed: SW3 5UR
5592,zipcode couldn't be parsed: WC1A 1BH
5596,could not match zipcode: 00000
5597,could not match zipcode: 00000
5598,could not match zipcode: 00000
5603,zipcode couldn't be parsed: M5R 1V2
5605,zipcode couldn't be parsed: M4K 1P1
5610,zipcode couldn't be parsed: N8N 1Y3
5613,zipcode couldn't be parsed: WC2R OLQ
5614,zipcode couldn't be parsed: W2 2AA
5619,zipcode couldn't be parsed: T2G 5C3
5621,zipcode couldn't be parsed: L3R 1L5
5622,zipcode couldn't be parsed: M4Y 2G3
5623,zipcode couldn't be parsed: N1 6PE
5624,zipcode couldn't be parsed: E1W 3TU
5649,zipcode couldn't be parsed: V6B 5Z6
5650,zipcode couldn't be parsed: H2Z 1M1
5651,zipcode couldn't be parsed: M5E 1E3
5652,zipcode couldn't be parsed: H2Z 1L7
5654,|city doesn't match: sugarland || sugar land|
5664,zipcode couldn't be parsed: SW6 2EB
5665,|city doesn't match: little falls || nutley|
5668,|city doesn't match: westlake village || thousand oaks|
5669,|city doesn't match: destin || miramar beach|
5672,zipcode couldn't be parsed: H3G 1W9
5675,zipcode couldn't be parsed: SW6 2AY 
5676,|city doesn't match: hollywood || los angeles|
5680,|city doesn't match: simi valley || canoga park|
5686,zipcode couldn't be parsed: SW1Y 5DL
5696,|city doesn't match: st. paul || saint paul|
5701,zipcode couldn't be parsed: M5E 1C7
5703,zipcode couldn't be parsed: E1 6PJ
5704,zipcode couldn't be parsed: SW1Y 6LX
5713,zipcode couldn't be parsed: V5C 2J4
5716,zipcode couldn't be parsed: W1H 5BW
5729,zipcode couldn't be parsed: SW10 0LP
5730,zipcode couldn't be parsed: HP7 0DF
5737,|state doesn't match: ca || ny|
5737,|state doesn't match: ca || ny|
5752,zipcode couldn't be parsed: L7R 4G8
5754,zipcode couldn't be parsed: L7R 2G3
5755,zipcode couldn't be parsed: L5K 1P9
5756,zipcode couldn't be parsed: L6J 3A8
5757,zipcode couldn't be parsed: M4N 2N2
5766,could not match zipcode: 01210
5777,zipcode couldn't be parsed: T5N 1P3
5789,|state doesn't match: distrito federal || ny|
5789,|state doesn't match: distrito federal || ny|
5792,could not match zipcode: 01210
5793,could not match zipcode: 01000
5794,|state doesn't match: cdmx || me|
5794,|state doesn't match: cdmx || me|
5804,|city doesn't match: venice beach || marina del rey|
5809,zipcode couldn't be parsed: WC2H 8HL
5810,zipcode couldn't be parsed: EC2R 7AE
5811,|state doesn't match: cdmx || ny|
5811,|state doesn't match: cdmx || ny|
5819,zipcode couldn't be parsed: SE1 9EU
5820,zipcode couldn't be parsed: W11 2AA
5828,|zipcode doesn't match: 94133-3907 || 94133|
5828,|zipcode doesn't match: 94133-3907 || 94133|
5829,zipcode couldn't be parsed: L0J 1C0
5830,zipcode couldn't be parsed: L4B3J6
5831,zipcode couldn't be parsed: L3T 7M6
5832,|city doesn't match: st. paul || minneapolis|
5839,zipcode couldn't be parsed: GU27 2PD
5848,|city doesn't match: hollywood || los angeles|
5867,zipcode couldn't be parsed: V6Z 1W7
5868,zipcode couldn't be parsed: V6J 1W9
5874,|city doesn't match: vestavia hills || birmingham|
5886,could not match zipcode: 37607
5902,|city doesn't match: kissimee || kissimmee|
5932,|city doesn't match: delray beach || boca raton|
5945,zipcode couldn't be parsed: M5S 1G5
5946,zipcode couldn't be parsed: L5B 3J1
5951,zipcode couldn't be parsed: V8V 1V4
5954,|city doesn't match: blaine || minneapolis|
5965,|city doesn't match: champions gate || davenport|
5966,|city doesn't match: champions gate || davenport|
5967,|city doesn't match: champions gate || davenport|
5969,zipcode couldn't be parsed: L9Y 3Z2
5970,zipcode couldn't be parsed: M2P 2C6
5971,|city doesn't match: greenwood village || englewood|
5979,zipcode couldn't be parsed: T2P 1C4
5992,zipcode couldn't be parsed: SW3 3DX
5996,zipcode couldn't be parsed: EC3A 3DH
5997,zipcode couldn't be parsed: SM5 3RL
5998,zipcode couldn't be parsed: SW1W 8EG
5999,|state doesn't match: distrito federal || ny|
5999,|state doesn't match: distrito federal || ny|
6008,zipcode couldn't be parsed: V7T 1A2
6017,zipcode couldn't be parsed: N8X-2G3
6019,|city doesn't match: twin lakes || kent|
6031,|zipcode doesn't match: 10023-7004 || 10023|
6036,zipcode couldn't be parsed: T2H 0L3
6041,|city doesn't match: sunny isles beach || north miami beach|
6044,|city doesn't match: miami beach || north miami beach|
6045,zipcode couldn't be parsed: M9W 1J5
6048,|city doesn't match: greenwood village || englewood|
6051,|city doesn't match: bel air || los angeles|
6059,zipcode couldn't be parsed: H3G 2E3
6060,zipcode couldn't be parsed: M5V 2A2
6073,|city doesn't match: clayton || saint louis|
6076,zipcode couldn't be parsed: M5X 1E1
6078,zipcode couldn't be parsed: SW1W 8NA
6083,zipcode couldn't be parsed: SW3 1NQ
6084,zipcode couldn't be parsed: T2G 0K6
6085,|city doesn't match: st. louis park || minneapolis|
6087,|city doesn't match: eagan || saint paul|
6089,zipcode couldn't be parsed: T2S 0B6
6091,zipcode couldn't be parsed: T2P 5E2
6095,|city doesn't match: carmel || carmel by the sea|
6098,|city doesn't match: o'fallon || o fallon|
6100,|city doesn't match: sf || san francisco|
6106,zipcode couldn't be parsed: SE1 9AD
6107,zipcode couldn't be parsed: SE1 9AD
6115,|city doesn't match: st louis park || minneapolis|
6130,|city doesn't match: st. louis || saint louis|
6131,|city doesn't match: clayton || saint louis|
6133,|city doesn't match: st. louis || saint louis|
6134,|city doesn't match: little rock || north little rock|
6136,zipcode couldn't be parsed: W1W 8BQ
6147,zipcode couldn't be parsed: V7E 3A7
6150,|city doesn't match: winston-salem || winston salem|
6153,|state doesn't match: roo || nj|
6153,|state doesn't match: roo || nj|
6163,|city doesn't match: clayton || saint louis|
6166,|city doesn't match: rochester || fairport|
6173,could not match zipcode: 03100
6175,zipcode couldn't be parsed: V6B 2X6
6182,|city doesn't match: mclean || mc lean|
6184,|city doesn't match: worthington || columbus|
6185,|city doesn't match: creve coeur || saint louis|
6187,|city doesn't match: o'fallon || o fallon|
6191,|city doesn't match: st. petersburg || saint petersburg|
6196,zipcode couldn't be parsed: T2G 0S9
6197,zipcode couldn't be parsed: SW3 3AD
6208,zipcode couldn't be parsed: L4Z 1T1
6216,|city doesn't match: west hollywood || los angeles|
6221,zipcode couldn't be parsed: WC1 3NA
6222,|city doesn't match: memphis || germantown|
6227,zipcode couldn't be parsed: HG1 2SE
6233,zipcode couldn't be parsed: L4C 9S2
6235,zipcode couldn't be parsed: W1B 5DJ
6239,|city doesn't match: phoenix || chandler|
6240,|city doesn't match: phoenix || chandler|
6245,|state doesn't match: cdmx || ny|
6245,|state doesn't match: cdmx || ny|
6246,|state doesn't match: cdmx || ct|
6246,|state doesn't match: cdmx || ct|
6248,zipcode couldn't be parsed: L5G 1C9
6251,|city doesn't match: st. louis || saint louis|
6259,|state doesn't match: distrito federal || ny|
6259,|state doesn't match: distrito federal || ny|
6263,zipcode couldn't be parsed: H3A 2N3
6265,zipcode couldn't be parsed: WC2H 9HQ
6270,zipcode couldn't be parsed: T2P 1R2
6271,zipcode couldn't be parsed: T2P 1G1
6278,zipcode couldn't be parsed: M4P 2F5
6282,could not match zipcode: 03100
6284,zipcode couldn't be parsed: V7S 2Y7
6287,zipcode couldn't be parsed: WC1A 1ES
6299,|city doesn't match: ardon || arden|
6303,|state doesn't match: cdmx || ny|
6303,|state doesn't match: cdmx || ny|
6304,|state doesn't match: distrito federal || ny|
6304,|state doesn't match: distrito federal || ny|
6307,zipcode couldn't be parsed: V4B 1C3
6308,zipcode couldn't be parsed: V6G 1Y9
6311,zipcode couldn't be parsed: T2H 0P6
6312,zipcode couldn't be parsed: T2R 0C5
6315,zipcode couldn't be parsed: SW6 4LS
6318,zipcode couldn't be parsed: M5R 1C4
6332,|city doesn't match: los angeles || culver city|
6336,zipcode couldn't be parsed: L5G 1H2
6342,zipcode couldn't be parsed: V4B 1C3
6348,zipcode couldn't be parsed: W1B 4BE
6349,zipcode couldn't be parsed: E16 1XL
6350,zipcode couldn't be parsed: E1 6DW
6351,|city doesn't match: st. louis || saint louis|
6353,zipcode couldn't be parsed: EC4V 6DB
6357,zipcode couldn't be parsed: W1S 4TE
6358,zipcode couldn't be parsed: W11 2ED
6359,zipcode couldn't be parsed: W11 2ED
6360,zipcode couldn't be parsed: W1B 4BN
6361,zipcode couldn't be parsed: EC3N 2AE
6362,zipcode couldn't be parsed: JE3 8BS
6367,zipcode couldn't be parsed: V6Z 2H2
6368,zipcode couldn't be parsed: M5C 1S2
6370,zipcode couldn't be parsed: W4 1PR
6371,zipcode couldn't be parsed: W4 TBC
6377,|city doesn't match: st. louis || saint louis|
6378,|city doesn't match: maryland heights || saint louis|
6379,zipcode couldn't be parsed: V6Z 1L5
6385,could not match zipcode: 06000
6402,|city doesn't match: long boat key || longboat key|
6403,|city doesn't match: long boat key || longboat key|
6405,zipcode couldn't be parsed: T2P 1B4
6406,zipcode couldn't be parsed: T2R 1K2
6407,zipcode couldn't be parsed: T2N 1V5
6408,zipcode couldn't be parsed: T2J 0N2
6409,zipcode couldn't be parsed: T2S 0A8
6410,zipcode couldn't be parsed: T2P 1M6
6411,zipcode couldn't be parsed: T1L1B3
6422,|zipcode doesn't match: 10024-2404 || 10024|
6442,zipcode couldn't be parsed: SG2 4RF
6445,|city doesn't match: winston-salem || winston salem|
6449,could not match zipcode: 11000
6450,|state doesn't match: cdmx || ma|
6450,|state doesn't match: cdmx || ma|
6451,|state doesn't match: cdmx || ma|
6451,|state doesn't match: cdmx || ma|
6452,could not match zipcode: 01210
6453,could not match zipcode: 53100
6456,|city doesn't match: haddon township || collingswood|
6457,zipcode couldn't be parsed: V6G 1P5
6474,|city doesn't match: radnor || wayne|
6482,zipcode couldn't be parsed: V6G 1E4
6484,zipcode couldn't be parsed: LS1 5NS
6485,zipcode couldn't be parsed: NG1 6GD
6498,|city doesn't match: hollywood || los angeles|
6508,|city doesn't match: wailea || kihei|
6512,|city doesn't match: murray || salt lake city|
6517,|city doesn't match: hollywood || los angeles|
6518,|city doesn't match: st. paul || saint paul|
6519,|city doesn't match: st. helena || saint helena|
6524,could not match zipcode: 05720
6526,zipcode couldn't be parsed: T5H 3V5
6528,zipcode couldn't be parsed: W1B 4DA
6535,|state doesn't match: col. san jeronimo || ny|
6535,|state doesn't match: col. san jeronimo || ny|
6537,zipcode couldn't be parsed: W1U 3DB
6540,|state doesn't match: cdmx || ny|
6540,|state doesn't match: cdmx || ny|
6541,could not match zipcode: 05348
6543,could not match zipcode: 04100
6545,|city doesn't match: westmont || collingswood|
6548,|city doesn't match: minnetonka || hopkins|
6555,|zipcode doesn't match: 92648-5161 || 92648|
6555,|zipcode doesn't match: 92648-5161 || 92648|
6557,|city doesn't match: tiburon || belvedere tiburon|
6564,|city doesn't match: the woodlands || spring|
6593,|city doesn't match: newton || newton center|
6595,|city doesn't match: st. paul || saint paul|
6627,could not match zipcode: 48300
6631,|city doesn't match: westlake village || sun valley|
6636,|city doesn't match: st. paul || saint paul|
6649,could not match zipcode: 11000
6656,|city doesn't match: rochester hills || rochester|
6659,|city doesn't match: glendale || milwaukee|
6661,zipcode couldn't be parsed: H2X 1C2
6662,zipcode couldn't be parsed: H2X 2T6
6663,zipcode couldn't be parsed: H3G 1P1
6665,|state doesn't match: col. guadalupe inn || ma|
6665,|state doesn't match: col. guadalupe inn || ma|
6686,|city doesn't match: mclean || mc lean|
6702,zipcode couldn't be parsed: M4T 2S9
6707,|state doesn't match: bcs || va|
6707,|state doesn't match: bcs || va|
6711,|city doesn't match: danville || alamo|
6714,zipcode couldn't be parsed: M5G 1C3
6726,|city doesn't match: st. paul || saint paul|
6730,|city doesn't match: tigard || portland|
6739,zipcode couldn't be parsed: W2 3RR
6753,zipcode couldn't be parsed: W9 2JU
6762,|state doesn't match: mexico city || ny|
6762,|state doesn't match: mexico city || ny|
6764,|state doesn't match: distrito federal || ny|
6764,|state doesn't match: distrito federal || ny|
6766,zipcode couldn't be parsed: V6B 1T5
6771,|zipcode doesn't match: 90017-5748 || 90017|
6790,zipcode couldn't be parsed: T6H 3G1
6801,zipcode couldn't be parsed: T5J 0Y8
6802,|city doesn't match: st. louis || saint louis|
6804,zipcode couldn't be parsed: T6C 3P4
6805,|city doesn't match: pawley's island || pawleys island|
6806,zipcode couldn't be parsed: T5N 1P5
6807,zipcode couldn't be parsed: T5N 1S7
6809,zipcode couldn't be parsed: T5J 1E3
6811,zipcode couldn't be parsed: T5J 1J2
6842,|city doesn't match: shelter island || shelter island heights|
6850,|city doesn't match: coral gables || miami|
6851,|city doesn't match: ft. lauderdale || fort lauderdale|
6861,zipcode couldn't be parsed: V6K 1P8
6862,zipcode couldn't be parsed: W1S 1EY
6865,could not match zipcode: 01210
6866,|state doesn't match: cdmx || ny|
6866,|state doesn't match: cdmx || ny|
6868,|state doesn't match: distrito federal || ri|
6868,|state doesn't match: distrito federal || ri|
6870,zipcode couldn't be parsed: W6 9NH
6877,zipcode couldn't be parsed: WC2B 5AA
6887,zipcode couldn't be parsed: T5N 1P5
6888,|city doesn't match: chicago || northbrook|
6892,|city doesn't match: west hollywood || los angeles|
6894,could not match zipcode: 06500
6897,|city doesn't match: san francisco || concord|
6899,no state
6899,no state
6905,could not match zipcode: 06500
6910,zipcode couldn't be parsed: H3H 1E5
6917,zipcode couldn't be parsed: L3 4AF
6920,could not match zipcode: 62000
6927,|city doesn't match: hollywood || los angeles|
6931,could not match zipcode: 39690
6935,zipcode couldn't be parsed: WC2A 3LJ
6936,zipcode couldn't be parsed: K2K 3L1
6937,zipcode couldn't be parsed: M6G 1B3
6938,zipcode couldn't be parsed: L4L 1A6
6949,zipcode couldn't be parsed: M2 4ST
6950,zipcode couldn't be parsed: LS1 5DE
6951,zipcode couldn't be parsed: W1S 2XS
6952,zipcode couldn't be parsed: L2 7LQ
6953,zipcode couldn't be parsed: EC2A 3HU
6971,|city doesn't match: ortley beach || seaside heights|
6975,|city doesn't match: 329 north huron street || toledo|
6981,zipcode couldn't be parsed: N16 0LH
6982,zipcode couldn't be parsed: SE1 8UD
6996,zipcode couldn't be parsed: SE10 8NN
6997,zipcode couldn't be parsed: EC2A 3DZ
7002,zipcode couldn't be parsed: V6J 3Y4
7010,zipcode couldn't be parsed: T4N 5H5
